,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor,Discount,Price Range,Product Category,Revenue
322,136,228,Wonder Bath,AA16100510001,Super Vegitoks Cleanser (Purple) 200ml,2-day group shipment,5.0,Wonder Bath - Super Vegitoks Cleanser (Purple) 200ml,1.0,,buyDuckeasy,92,101-200,Cleansing Milk,
323,226,420,Guinot,AA16107520001,Tres Homme Contour Yeux  -[Parallel Import Product],2-day group shipment,4.0,Guinot - Tres Homme Contour Yeux  -[Parallel Import Product],1.0,,Beautique,194,201-300,Moisturizer,
324,194,278,Billy Jealousy,AA13203530001,Shaved Ice After Shave Balm  -[Parallel Import Product],2-day group shipment,,Billy Jealousy - Shaved Ice After Shave Balm  -[Parallel Import Product],,10.0,Beautique,84,101-200,After Shave Care,1940.0
325,238,639,ACADEMIE,AA16107520001,Men Active Moist &amp; Matifying Balm  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Active Moist &amp; Matifying Balm  -[Parallel Import Product],,,Beautique,401,201-300,Moisturizer,
326,206,560,ACADEMIE,AA16107510001,Men Active Purifying Deep Cleansing Scrub  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Active Purifying Deep Cleansing Scrub  -[Parallel Import Product],,,Beautique,354,201-300,Cleanser,
327,125,179,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,1.0,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],1.0,,Beautique,54,101-200,Moisturizer,
328,78,248,Biodermis,AA16107510001,SilqueClenz low-foaming cleanser 28.4ml (Parallel Import),2-day group shipment,,Biodermis - SilqueClenz low-foaming cleanser 28.4ml (Parallel Import),,,YOU and ME Shopping Mall Limited,170,0-100,Cleanser,
329,86,125,3W CLINIC,AA16107520001,Fresh Emulsion  -[Parallel Import Product],2-day group shipment,,3W CLINIC - Olive For Man - Fresh Emulsion  -[Parallel Import Product],,,Beautique,39,0-100,Moisturizer,
330,260,125,You and Oil,AA16107520001,"You and Oil, Face Oil for Men",2-day group shipment,,"You and Oil - You and Oil, Face Oil for Men",,,LifeKonet,-135,201-300,Moisturizer,
331,241,339,MDOC,AA16107520001,Whitening Skin Plus Lotion 150ml,merchant delivery,,MDOC - Whitening Skin Plus Lotion 150ml,,,Shipapa 쉽 파파,98,201-300,Moisturizer,
332,136,228,Wonder Bath,AA16100510001,Super Vegitoks Cleanser (Red) 200ml,2-day group shipment,,Wonder Bath - Super Vegitoks Cleanser (Red) 200ml,,,buyDuckeasy,92,101-200,Cleansing Milk,
333,199,269,KEEPIT HANDSOME,AA16107520001,Keeping Your Face Moisturized & Hydrated all the day,2-day group shipment,,KEEPIT HANDSOME - Facial Moisturizer 50ml - Keeping Your Face Moisturized & Hydrated all the day,,,-GGM STORE-,70,101-200,Moisturizer,
334,49,89,Alfresco,AA16107520001,Anti Bug Bite Moisturizer 50ml,2-day group shipment,,Alfresco - Alfresco - Anti Bug Bite Moisturizer 50ml,,,A Grade Technology Limited,40,0-100,Moisturizer,
335,99,198,Cremo,AA16107530001,Refreshing Mint,2-day group shipment,,Cremo - Cooling Post Shave Balm 118ml - Refreshing Mint,,,Global Brand 全球直送,99,0-100,After Shave Care,
336,489,798,Brickell,AA16107520001,Men's Revitalizing Anti-Aging Cream 59ml,2-day group shipment,,Brickell - Men's Revitalizing Anti-Aging Cream 59ml,,,Global Brand 全球直送,309,401-500,Moisturizer,
337,289,498,Brickell,AA16107520001,Men's Renewing Face Scrub 118ml,2-day group shipment,,Brickell - Men's Renewing Face Scrub 118ml,,,Global Brand 全球直送,209,201-300,Moisturizer,
338,58,72,Shiseido,AA16107510001,Perfect Whip Collagen In Cleansing Foam,2-day group shipment,,Shiseido - Perfect Whip Collagen In Cleansing Foam,,30.0,Life Style,14,0-100,Cleanser,1740.0
339,196,292,Laura Biagiotti,AA13203530001,Biagiotti Due Uomo After Shave Spray  -[Parallel Import Product],2-day group shipment,,Laura Biagiotti - Biagiotti Due Uomo After Shave Spray  -[Parallel Import Product],,,Beautique,96,101-200,After Shave Care,
340,116,166,L'oreal,AA16107510001,Men Expert Hydra Energetic Detoxifying Foam  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Detoxifying Foam  -[Parallel Import Product],,20.0,Beautique,50,101-200,Cleanser,2320.0
341,116,166,L'oreal,AA16100570001,Men Expert Hydra Energetic Skin Awakening Icy Cleansing Gel  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Skin Awakening Icy Cleansing Gel  -[Parallel Import Product],,,Beautique,50,101-200,Others,
342,426,622,Paco Rabanne,AA16107530001,Invictus After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Paco Rabanne - Invictus After Shave Lotion  -[Parallel Import Product],,,Beautique,196,401-500,After Shave Care,
343,228,326,Payot,AA16107510001,Optimale Homme Face & Body Energising Cleansing Care  -[Parallel Import Product],2-day group shipment,,Payot - Optimale Homme Face & Body Energising Cleansing Care  -[Parallel Import Product],,,Beautique,98,201-300,Cleanser,
344,524,806,Lancome,AA16107520001,Men Genific HD Youth Activating Concentrate  -[Parallel Import Product],2-day group shipment,,Lancome - Men Genific HD Youth Activating Concentrate  -[Parallel Import Product],,,Beautique,282,501-600,Moisturizer,
345,223,319,Lacoste,AA16107530001,L'Homme After Shave Balm  -[Parallel Import Product],2-day group shipment,,Lacoste - L'Homme After Shave Balm  -[Parallel Import Product],,,Beautique,96,201-300,After Shave Care,
346,25,58,Shiseido,AA16107510001,UNO Gel Cleans Hot 130g (Red),2-day group shipment,,Shiseido - UNO Gel Cleans Hot 130g (Red),,,Beauty Soulmates,33,0-100,Cleanser,
347,90,58,Firson,AA28320505001,Firson Moist Hand Sanitizer Lemongrass 50G,2-day group shipment,,Firson - Firson Moist Hand Sanitizer Lemongrass 50G,,,Casterishop,-32,0-100,Others,
348,239,380,TOUCHBeauty,AA16107510001,5 in 1 men's trimmer set,2-day group shipment,,TOUCHBeauty - 5 in 1 men's trimmer set,,,HTH生活百貨,141,201-300,Cleanser,
349,285,328,Fresh,AA16101500001,Parallel Import Goods,2-day group shipment,,Fresh - Rose Deep Hyrdation Facial Toner  250ml - Parallel Import Goods,,,Miracle Store,43,201-300,Others,
350,79,133,BULLDOG,AA16107510001,Bulldog Oil Control Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Scrub ,,,HYY Mart,54,0-100,Cleanser,
351,79,133,BULLDOG,AA16107510001,Bulldog Original Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Original Face Scrub ,,,HYY Mart,54,0-100,Cleanser,
352,339,700,Guinot,AA16107520001,Tres Homme Revitalizing Face Care  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Revitalizing Face Care  -[Parallel Import Product],,,Beautique,361,301-400,Moisturizer,
353,226,432,Guinot,AA13203530001,Tres Homme Moisturizing And Soothing After-Shave Balm  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Moisturizing And Soothing After-Shave Balm  -[Parallel Import Product],,,Beautique,206,201-300,After Shave Care,
354,324,463,Guinot,AA16107510001,Tres Homme Facial Cleansing Gel  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Facial Cleansing Gel  -[Parallel Import Product],,,Beautique,139,301-400,Cleanser,
355,291,455,Baxter Of California,AA16107520001,Super Shape Skin Recharge Cream  -[Parallel Import Product],2-day group shipment,,Baxter Of California - Super Shape Skin Recharge Cream  -[Parallel Import Product],,,Beautique,164,201-300,Moisturizer,
356,335,829,Elemis,AA16107520001,Time Defence Eye Reviver  -[Parallel Import Product],2-day group shipment,,Elemis - Time Defence Eye Reviver  -[Parallel Import Product],,,Beautique,494,301-400,Moisturizer,
357,251,359,EShave,AA16107510001,White Tea  -[Parallel Import Product],2-day group shipment,5.0,EShave - Face Wash - White Tea  -[Parallel Import Product],1.0,,Beautique,108,201-300,Cleanser,
358,213,359,EShave,AA16107520001,White Tea  -[Parallel Import Product],2-day group shipment,,EShave - Eye Cream Revitalizer - White Tea  -[Parallel Import Product],,,Beautique,146,201-300,Moisturizer,
359,274,505,ACADEMIE,AA16107510001,Men Cleansing & Non-Foaming Gel  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Cleansing & Non-Foaming Gel  -[Parallel Import Product],,,Beautique,231,201-300,Cleanser,
360,200,459,ACADEMIE,AA16107520001,Men Eye Contour Gel  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Eye Contour Gel  -[Parallel Import Product],,,Beautique,259,101-200,Moisturizer,
361,200,286,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],,,Beautique,86,101-200,Moisturizer,
362,216,330,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],,,Beautique,114,201-300,Moisturizer,
363,268,298,SASY n SAVY,AA16100530001,Pure Creme Rose Geranium Cleanser,2-day group shipment,,SASY n SAVY - Pure Creme Rose Geranium Cleanser,,,nano-secc Better Life Concept Boutique,30,201-300,Others,
364,349,388,SASY n SAVY,AA16102540101,Revive Face Lotion,2-day group shipment,,SASY n SAVY - Revive Face Lotion,,,nano-secc Better Life Concept Boutique,39,301-400,Others,
365,488,688,SGC,AA16107520001,SGC Cream-50ml,2-day group shipment,,SGC - SGC Cream-50ml,,,MENCE,200,401-500,Moisturizer,
366,688,988,SGC,AA16107520001,SGC Essence-45ml,2-day group shipment,,SGC - SGC Essence-45ml,,,MENCE,300,601-700,Moisturizer,
367,210,342,Baldessarini,AA16107530001,Cool Force After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Baldessarini - Cool Force After Shave Lotion  -[Parallel Import Product],,,Beautique,132,201-300,After Shave Care,
368,262,449,LAB SERIES,AA16107520001,Lab Series The Grooming Oil  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series The Grooming Oil  -[Parallel Import Product],,,Beautique,187,201-300,Moisturizer,
369,86,125,3W CLINIC,AA16107520001,Moisturizing Freshness Essential Lotion  -[Parallel Import Product],2-day group shipment,,3W CLINIC - Homme Classic - Moisturizing Freshness Essential Lotion  -[Parallel Import Product],,,Beautique,39,0-100,Moisturizer,
370,154,155,L'oreal,AA16107520001,Hydra-Energetic Anti-Dullness Moisturising Gel Cream (50 ml),2-day group shipment,,L'oreal - Hydra-Energetic Anti-Dullness Moisturising Gel Cream (50 ml),,,Sasa 莎莎香港旗艦店,1,101-200,Moisturizer,
371,420,525,S5 Skincare,AA13105500001,Balance Fluid,2-day group shipment,,S5 Skincare - Balance Fluid,,,LifeKonet,105,401-500,Others,
372,193,269,MDOC,AA16107520001,Sebum Strike Toner 150ml,merchant delivery,,MDOC - Sebum Strike Toner 150ml,,,Shipapa 쉽 파파,76,101-200,Moisturizer,
373,199,297,MDOC,AA16107520001,Sebum Strike Serum 100ml,merchant delivery,,MDOC - Sebum Strike Serum 100ml,,,Shipapa 쉽 파파,98,101-200,Moisturizer,
374,57,73,MDOC,AA16107510001,Sebum Strike HD Powder Tissue (20 sheets) 110g,merchant delivery,,MDOC - Sebum Strike HD Powder Tissue (20 sheets) 110g,,,Shipapa 쉽 파파,16,0-100,Cleanser,
375,129,198,AmLactin,AA16107520001,Amlactin Ultra Smoothing Intensely Hydrating Cream 140g,2-day group shipment,,AmLactin - Amlactin Ultra Smoothing Intensely Hydrating Cream 140g,,,Global Brand 全球直送,69,101-200,Moisturizer,
376,175,290,MARLOWE.,AA16107520001,No. 123 Men's Facial Moisturizer 177ml,2-day group shipment,,MARLOWE. - No. 123 Men's Facial Moisturizer 177ml,,,Global Brand 全球直送,115,101-200,Moisturizer,
377,222,376,EShave,AA16107520001,White Tea  -[Parallel Import Product],2-day group shipment,,EShave - Sun Protection Face Moisturizer - White Tea  -[Parallel Import Product],,,Beautique,154,201-300,Moisturizer,
378,235,398,L'OCCITANE,AA13203530001,Cade For Men After Shave Balm  -[Parallel Import Product],2-day group shipment,4.0,L'OCCITANE - Cade For Men After Shave Balm  -[Parallel Import Product],1.0,10.0,Beautique,163,201-300,After Shave Care,2350.0
379,150,215,L'oreal,AA16107510001,Men Expert Pure &amp; Matte Charcoal Black Scrub  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Pure &amp; Matte Charcoal Black Scrub  -[Parallel Import Product],,20.0,Beautique,65,101-200,Cleanser,3000.0
380,320,589,Paco Rabanne,AA16107530001,Invictus After Shave Balm  -[Parallel Import Product],2-day group shipment,,Paco Rabanne - Invictus After Shave Balm  -[Parallel Import Product],,,Beautique,269,301-400,After Shave Care,
381,79,504,Shiseido,AA16107520001,MG5 Skin Conditioner(F) 150ml,2-day group shipment,,Shiseido - MG5 Skin Conditioner(F) 150ml,,,美食宅急便,425,0-100,Moisturizer,
382,542,649,Amorepacific,AA16107510001,MEN Essential Cleansing Foam 120ml-Korea Direct Shipping,merchant delivery,,Amorepacific - MEN Essential Cleansing Foam 120ml-Korea Direct Shipping,,,Shipapa 쉽 파파,107,501-600,Cleanser,
383,1893,2119,Amorepacific,AA16107520001,MEN Essential Fluid 160ml-Korea Direct Shipping,merchant delivery,,Amorepacific - MEN Essential Fluid 160ml-Korea Direct Shipping,,,Shipapa 쉽 파파,226,>1000,Moisturizer,
384,246,350,Biotherm,AA16107520001,Homme Aquapower Soin Oligo-Thermal PNM 75ml  [Parallel Import],2-day group shipment,,Biotherm - Homme Aquapower Soin Oligo-Thermal PNM 75ml  [Parallel Import],,10.0,Beauty U & ME,104,201-300,Moisturizer,2460.0
385,525,690,Biotherm,AA16107520001,Force Supreme Anti-Aging Gel 50ml (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti-Aging Gel 50ml (Parallel Import),,,AYO Cosmetic,165,501-600,Moisturizer,
386,290,390,Biotherm,AA16107520001,T-Pur Mattifying Moisturizer Gel (Parallel Import),2-day group shipment,,Biotherm - T-Pur Mattifying Moisturizer Gel (Parallel Import),,,AYO Cosmetic,100,201-300,Moisturizer,
387,555,630,Biotherm,AA16107520001,Aqua Power Moisturizer Skin Care Set (Parallel Import),2-day group shipment,,Biotherm - Aqua Power Moisturizer Skin Care Set (Parallel Import),,,AYO Cosmetic,75,501-600,Moisturizer,
388,448,468,Triumph&Disaster,AA16107520001,Triumph&Disaster  Gameface Moisturizer 90ml Tube,2-day group shipment,,Triumph&Disaster - Triumph&Disaster  Gameface Moisturizer 90ml Tube,,,SINOWIZS LIMITED,20,401-500,Moisturizer,
389,302,532,LAB SERIES,AA16107510001,Lab Series Max LS Daily Renewing Cleanser  -[Parallel Import Product],2-day group shipment,4.5,LAB SERIES - Lab Series Max LS Daily Renewing Cleanser  -[Parallel Import Product],2.0,100.0,Beautique,230,301-400,Cleanser,30200.0
390,268,338,BULK HOMME,AA16107520001,BULK HOMME The Toner 200ml【Parallel Import】,2-day group shipment,5.0,BULK HOMME - BULK HOMME The Toner 200ml【Parallel Import】,1.0,10.0,Star Beauty,70,201-300,Moisturizer,2680.0
391,268,338,BULK HOMME,AA16107520001,BULK HOMME The Lotion 100g 【Parrallel Import】,2-day group shipment,5.0,BULK HOMME - BULK HOMME The Lotion 100g 【Parrallel Import】,1.0,20.0,Star Beauty,70,201-300,Moisturizer,5360.0
392,207,365,Biotherm,AA16107510001,Homme Toning Cleansing Gel (Normal Skin)  -[Parallel Import Product],2-day group shipment,5.0,Biotherm - Homme Toning Cleansing Gel (Normal Skin)  -[Parallel Import Product],2.0,100.0,Beautique,158,201-300,Cleanser,20700.0
393,288,488,Biotherm,AA16107520001,Dry Skin (New Packaging)  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Aquapower - Dry Skin (New Packaging)  -[Parallel Import Product],,50.0,Beautique,200,201-300,Moisturizer,14400.0
394,218,238,TOUCHBeauty,AA16107050001,Light Therapy Pen TB1693,2-day group shipment,,TOUCHBeauty - Light Therapy Pen TB1693,,,eshoppop,20,201-300,Others,
395,52,98,Innisfree,AA16107510001,Green Tea Cleansing Foam 150ml,2-day group shipment,4.2,Innisfree - Green Tea Cleansing Foam 150ml,4.0,100.0,Beauty Soulmates,46,0-100,Cleanser,5200.0
396,48,98,Innisfree,AA16107510001,Jeju Volcanic Pore Clay Cleansing Foam 150ml,2-day group shipment,4.7,Innisfree - Jeju Volcanic Pore Clay Cleansing Foam 150ml,3.0,60.0,Beauty Soulmates,50,0-100,Cleanser,2880.0
397,150,160,M. SKIN CARE,AA16104000001,MEN PREVENT ACNE CONTROL SERUM,2-day group shipment,,M. SKIN CARE - MEN PREVENT ACNE CONTROL SERUM,,,Miss Spa Shop,10,101-200,Others,
398,280,500,Image,AA16103030001,Ageless Total Resurfacing Masque 57ml,2-day group shipment,,Image - Ageless Total Resurfacing Masque 57ml,,10.0,Bionature Company Limited,220,201-300,Others,2800.0
399,120,150,M. SKIN CARE,AA16107510001,MEN PURIFYING CHARCOAL PEEL MASK,2-day group shipment,,M. SKIN CARE - MEN PURIFYING CHARCOAL PEEL MASK,,10.0,Miss Spa Shop,30,101-200,Cleanser,1200.0
400,333,555,Theraplex,AA16107510001,"(Official Distributor) Clean ‘N Treat Alpha Beta Cleanser (all skin types, acne-prone & oily skin)",2-day group shipment,,"Theraplex - (Official Distributor) Clean ‘N Treat Alpha Beta Cleanser (all skin types, acne-prone & oily skin)",,,DTC Medical Limited,222,301-400,Cleanser,
401,390,555,B.Braun,AA13108500001,Prontosan Wound Solution 1000ML,2-day group shipment,,B.Braun - Prontosan Wound Solution 1000ML,,,B BRAUN Medical (H K) LTD,165,301-400,Others,
402,500,1000,Image,AA16105020001,PREVENTION+ Daily Hydrating Moisturizer SPF30 91ml,2-day group shipment,,Image - PREVENTION+ Daily Hydrating Moisturizer SPF30 91ml,,,Bionature Company Limited,500,401-500,Suncreen,
403,390,760,Image,AA16102530501,Ageless Total Repair Crème 56.7ml,2-day group shipment,3.0,Image - Ageless Total Repair Crème 56.7ml,1.0,,Bionature Company Limited,370,301-400,Others,
404,628,1060,Image,AA16102020101,Vital C SET ***送時尚化粧袋乙個,2-day group shipment,,Image - Vital C SET ***送時尚化粧袋乙個,,,Bionature Company Limited,432,601-700,Others,
405,80,90,M. SKIN CARE,AA16100570001,DEEP CLEAN FACIAL SCRUB,2-day group shipment,5.0,M. SKIN CARE - DEEP CLEAN FACIAL SCRUB,1.0,10.0,Miss Spa Shop,10,0-100,Others,800.0
406,375,420,Biotherm,AA16107520001,Force Supreme Anti Aging Lotion 200ml  (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti Aging Lotion 200ml  (Parallel Import),,,JCOR Cosmetic,45,301-400,Moisturizer,
407,80,100,M. SKIN CARE,AA16107510001,TRIPLE ACTION GEL FACE WASH,2-day group shipment,5.0,M. SKIN CARE - TRIPLE ACTION GEL FACE WASH,1.0,10.0,Miss Spa Shop,20,0-100,Cleanser,800.0
408,500,1000,Image,AA16105020001,PREVENTION+ Daily Tinted Moisturizer SPF30 91ml,2-day group shipment,,Image - PREVENTION+ Daily Tinted Moisturizer SPF30 91ml,,,Bionature Company Limited,500,401-500,Suncreen,
409,440,550,Image,AA16100590001,Clear Cell Salicylic Clarifying Pads 60pads,2-day group shipment,,Image - Clear Cell Salicylic Clarifying Pads 60pads,,,Bionature Company Limited,110,401-500,Others,
410,880,1430,Image,AA16102520101,維C保濕防曬套裝 : 維C保濕潔面乳 + 維C保濕精華油 + 維C保濕酵素面膜 + 保濕防曬日霜SPF30 ***送尚時尚化妝袋乙個,2-day group shipment,,Image - 維C保濕防曬套裝 : 維C保濕潔面乳 + 維C保濕精華油 + 維C保濕酵素面膜 + 保濕防曬日霜SPF30 ***送尚時尚化妝袋乙個,,,Bionature Company Limited,550,801-900,Others,
411,120,150,M. SKIN CARE,AA16107520001,MEN DAILY DEFENSE HYDRATING LOTION,2-day group shipment,,M. SKIN CARE - MEN DAILY DEFENSE HYDRATING LOTION,,,Miss Spa Shop,30,101-200,Moisturizer,
412,560,700,Image,AA16105020001,NEW!! Daily Ultimate Protection Moisturizer 91ml,2-day group shipment,,Image - NEW!! Daily Ultimate Protection Moisturizer 91ml,,,Bionature Company Limited,140,501-600,Suncreen,
413,120,150,M. SKIN CARE,AA16102520201,MEN CONTROL MATTIFYING GEL,2-day group shipment,,M. SKIN CARE - MEN CONTROL MATTIFYING GEL,,,Miss Spa Shop,30,101-200,Others,
414,320,400,Image,AA16103510001,Hydrating Eye Recovery Gel 15ml,2-day group shipment,,Image - Hydrating Eye Recovery Gel 15ml,,,Bionature Company Limited,80,301-400,Others,
415,88,108,DEEPCARE,AA16107520001,DEEPCÀRE Bamboo Charcoal Hydrosol 220ml,2-day group shipment,,DEEPCARE - DEEPCÀRE Bamboo Charcoal Hydrosol 220ml,,,我話是,20,0-100,Moisturizer,
416,500,1000,Image,AA16105020001,PREVENTION+ Daily matte Moisturizer SPF32 91ml,2-day group shipment,,Image - PREVENTION+ Daily matte Moisturizer SPF32 91ml,,,Bionature Company Limited,500,401-500,Suncreen,
417,80,100,M. SKIN CARE,AA16107530001,MEN POST-SHAVE COOLING SHEET MASK (4 pcs),2-day group shipment,,M. SKIN CARE - MEN POST-SHAVE COOLING SHEET MASK (4 pcs),,,Miss Spa Shop,20,0-100,After Shave Care,
418,98,180,Image,AA16105020001,PREVENTION+ 全效防曬便携套裝 : 修護防曬日霜SPF50 *試用裝 + 保濕防曬日霜SPF30*試用裝 + 控油防曬日霜SPF32*試用裝 + 粉底防曬日霜SPF30 *送化妝袋乙個,2-day group shipment,,Image - PREVENTION+ 全效防曬便携套裝 : 修護防曬日霜SPF50 *試用裝 + 保濕防曬日霜SPF30*試用裝 + 控油防曬日霜SPF32*試用裝 + 粉底防曬日霜SPF30 *送化妝袋乙個,,,Bionature Company Limited,82,0-100,Suncreen,
419,560,700,Image,AA16105020001,NEW!! Daily Hydrating Moisturizer保濕防曬日霜SPF30 91ml,2-day group shipment,,Image - NEW!! Daily Hydrating Moisturizer保濕防曬日霜SPF30 91ml,,,Bionature Company Limited,140,501-600,Suncreen,
420,68,78,DEEPCARE,AA16107510001,DEEPCÀRE Bamboo Charcoal Face Wash 180ml,2-day group shipment,,DEEPCARE - DEEPCÀRE Bamboo Charcoal Face Wash 180ml,,,我話是,10,0-100,Cleanser,
421,180,78,Kama Ayurveda,AA16107510001,k.Mridul (soap-free face cleanser),2-day group shipment,,Kama Ayurveda - k.Mridul (soap-free face cleanser),,10.0,Macrofoods,-102,101-200,Cleanser,1800.0
422,380,500,Image,AA16105020001,PREVENTION+ Daily Hydrating Moisturizer SPF30 91ml,2-day group shipment,,Image - PREVENTION+ Daily Hydrating Moisturizer SPF30 91ml,,,Bionature Company Limited,120,301-400,Suncreen,
423,380,500,Image,AA16105020001,PREVENTION+ Daily Matte Moisturizer SPF32 91ml,2-day group shipment,,Image - PREVENTION+ Daily Matte Moisturizer SPF32 91ml,,,Bionature Company Limited,120,301-400,Suncreen,
424,360,460,Image,AA16107520001,Clear Cell Mattifying moisturizer for oil skin 57ml,2-day group shipment,,Image - Clear Cell Mattifying moisturizer for oil skin 57ml,,,Bionature Company Limited,100,301-400,Moisturizer,
425,80,100,M. SKIN CARE,AA16107530001,CAFFEINATED SHAVE CREAM,2-day group shipment,,M. SKIN CARE - CAFFEINATED SHAVE CREAM,,,Miss Spa Shop,20,0-100,After Shave Care,
426,168,188,SANCTUM,AA16107510001,Men's Organic Facial Wash,2-day group shipment,,SANCTUM - Men's Organic Facial Wash,,20.0,Sanctum,20,101-200,Cleanser,3360.0
427,98,180,Image,AA16103070001,ORMEDIC (有機)平衡舒緩便携套裝 : 有機平衡潔面啫喱 + 有機平衡抗氧精華 + 有機平衡啫喱面膜 + 有機平衡生物肽面霜 + 粉底防曬日霜SPF30,2-day group shipment,,Image - ORMEDIC (有機)平衡舒緩便携套裝 : 有機平衡潔面啫喱 + 有機平衡抗氧精華 + 有機平衡啫喱面膜 + 有機平衡生物肽面霜 + 粉底防曬日霜SPF30,,,Bionature Company Limited,82,0-100,Others,
428,160,200,M. SKIN CARE,AA16102010101,MEN REPLENISH ALL DAY SERUM X 2,2-day group shipment,,M. SKIN CARE - MEN REPLENISH ALL DAY SERUM X 2,,,Miss Spa Shop,40,101-200,Others,
429,168,188,SANCTUM,AA16107510001,Men's Organic Facial Wash,2-day group shipment,,SANCTUM - Men's Organic Facial Wash,,10.0,Joey,20,101-200,Cleanser,1680.0
430,380,500,Image,AA16105020001,PREVENTION+ Daily Tinted Moisturizer SPF30 91ml,2-day group shipment,,Image - PREVENTION+ Daily Tinted Moisturizer SPF30 91ml,,,Bionature Company Limited,120,301-400,Suncreen,
431,250,400,Image,AA16107510001,the MAX Stem Cell Facial Cleanser 118ml,2-day group shipment,,Image - the MAX Stem Cell Facial Cleanser 118ml,,,Bionature Company Limited,150,201-300,Cleanser,
432,174,400,LIFE INSPIRATION,AA13107520001,Aloe Tea Tree 100ml,2-day group shipment,,LIFE INSPIRATION - Aloe Tea Tree 100ml,,,Life inspiration (HK) LTD,226,101-200,Others,
433,560,700,Image,AA16105020001,NEW!! Daily Tinted Moisturizer 91ml,2-day group shipment,,Image - NEW!! Daily Tinted Moisturizer 91ml,,,Bionature Company Limited,140,501-600,Suncreen,
434,290,440,Image,AA16107510001,VitalC Hydrating Facial Cleanser 177ml,2-day group shipment,,Image - VitalC Hydrating Facial Cleanser 177ml,,,Bionature Company Limited,150,201-300,Cleanser,
435,98,180,Image,AA16107510001,VITAL C Anti-allergy & Hydrating Trial SET,2-day group shipment,,Image - VITAL C Anti-allergy & Hydrating Trial SET,,,Bionature Company Limited,82,0-100,Cleanser,
436,1045,1760,Biotherm,AA16107520001,FORCE SUPREME YOUTH ARCHITECT SERUM SET 50ml*2 (Parallel Import),2-day group shipment,,Biotherm - FORCE SUPREME YOUTH ARCHITECT SERUM SET 50ml*2 (Parallel Import),,,JCOR Cosmetic,715,>1000,Moisturizer,
437,29,59,KAO Biore,AA16107510001,KAO 花王保濕洗面膏 130G (平行進口),2-day group shipment,,KAO Biore - KAO 花王保濕洗面膏 130G (平行進口),,,Develop 7 Cosmetic,30,0-100,Cleanser,
438,29,59,KAO Biore,AA16107510001,KAO 花王滋潤洗面膏 130G (平行進口),2-day group shipment,,KAO Biore - KAO 花王滋潤洗面膏 130G (平行進口),,,Develop 7 Cosmetic,30,0-100,Cleanser,
439,139,399,A'kin,AA16107510001,A'KIN 三件特惠套裝,2-day group shipment,,A'kin - A'KIN 三件特惠套裝,,,Develop 7 Cosmetic,260,101-200,Cleanser,
440,139,399,A'kin,AA16107510001,A'KIN 三件特惠套裝,2-day group shipment,,A'kin - A'KIN 三件特惠套裝,,,Develop 7 Cosmetic,260,101-200,Cleanser,
441,280,399,OGANA CELL,AA16107510001,Peptide Concentrating Bio-Fiber™ Tornado Cleanser (120ml),2-day group shipment,,OGANA CELL - Made in Korea - Peptide Concentrating Bio-Fiber™ Tornado Cleanser (120ml),,,Big Panda,119,201-300,Cleanser,
442,215,320,Fancl,AA16107520001,Men All-In-One Skin Conditioner II 60ml (Parallel Import),2-day group shipment,,Fancl - Men All-In-One Skin Conditioner II 60ml (Parallel Import),,,PSL Beauty,105,201-300,Moisturizer,
443,215,320,Fancl,AA16107520001,Men All in one Skin Conditioner (I) 60ml (Parallel Imports Product),2-day group shipment,5.0,Fancl - Men All in one Skin Conditioner (I) 60ml (Parallel Imports Product),1.0,,PSL Beauty,105,201-300,Moisturizer,
